,Clip_Name,sentence,label_desc,use,label
493,Ses01M_impro06_M008,It's just really...really messed up.,Negative,train,0
494,Ses01M_impro06_M009,No.,Negative,test,0
495,Ses01M_impro06_M010,Just like it.,Negative,train,0
496,Ses01M_impro06_M011,"No, I mean it just came on really quick, you know I mean it was a [GARBAGE] it was a sickness but it just --",Negative,train,0
497,Ses01M_impro06_M012,What?,Negative,train,0
498,Ses01M_impro06_M013,"He was sick. He got sick. He got sick but it happened really, really fast, you know.",Negative,train,0
499,Ses01M_impro06_M014,It was kind of like boom... done,Negative,train,0
500,Ses01M_impro06_M015,It's just really weird because he was really young you know and it kind of like...,Negative,test,0
501,Ses01M_impro06_M016,#NAME?,Negative,train,0
502,Ses01M_impro06_M017,So weird you know that like one days it's like you know sounds so stupid but like one day someone's here. And like next day you know they're not here and it just kind of makes you like think about like life and mortality and like that kind of stuff. You just like used to take for granted--you know.,Negative,train,0
503,Ses01M_impro06_M018,"Exactly, you know, and like he had so many plans and he was going to do...",Negative,train,0
504,Ses01M_impro06_M019,"so many things, you know?",Negative,train,0
505,Ses01M_impro06_M020,What?,Negative,train,0
506,Ses01M_impro06_M021,Yeah.,Negative,validation,0
507,Ses01M_impro06_M022,"He was a really, really good guy.",Negative,validation,0
508,Ses01M_impro06_M023,A lot of people loved him.,Negative,validation,0
509,Ses01M_impro06_M024,"You know, it's like affecting a lot of people it's not just me, you know?",Negative,train,0
510,Ses01M_impro06_M025,Umm...,Negative,train,0
511,Ses01M_impro06_M026,For like eight years.,Negative,validation,0
512,Ses01M_impro06_M027,Yeah.,Negative,test,0
513,Ses01M_impro06_M028,"Yeah, I'm glad I was there. Glad I- glad I got to be there.",Negative,train,0
514,Ses01M_impro06_M029,"So weird,",Negative,test,0
515,Ses01M_impro06_M030,"like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know.",Negative,train,0
516,Ses01M_impro07_F000,Yeah.,Neutral,train,1
517,Ses01M_impro07_F010,Oh.,Neutral,train,1
518,Ses01M_impro07_F012,Oh. Venice beach.,Neutral,validation,1
519,Ses01M_impro07_F020,Oh. That is incredible. Is it--,Neutral,train,1
520,Ses01M_impro07_F033,You're like the rookie? The new kid.,Positive,train,2
521,Ses01M_impro07_F034,Just watch in five years you'll be like on the force. You carry around donuts in your back pocket... [LAUGHTER],Positive,train,2
522,Ses01M_impro07_M006,"I don't know. I should ask. Yeah, I will.",Positive,test,2
523,Ses01M_impro07_M011,Professional softball player Malibu. [LAUGHTER],Positive,validation,2
524,Ses01M_impro07_M013,"Oh yeah, that would be. Well, depends on what type of car you had, though too. I guess it would be worth it. helicopter. Yeah, helicopter. There is a helipad there, right? Yeah, exactly.",Positive,train,2
525,Ses01M_impro07_M017,They do it's--believe me it's huge.,Positive,train,2
526,Ses01M_impro07_M019,It's pretty wild.,Positive,train,2
527,Ses01M_impro07_M020,"Yeah, well I doubt [GARBAGE] ping pong [GARBAGE]",Neutral,train,1
528,Ses01M_impro07_M026,Yeah we have like away games and stuff.,Neutral,train,1
529,Ses01M_impro07_M030,But you know I'm like [GARBAGE].,Neutral,validation,1
530,Ses01M_impro07_M032,I'm going to have a mustache...On the force...,Positive,train,2
531,Ses01M_impro07_M033,Pull over..,Positive,validation,2
532,Ses01M_script01_1_F004,Did you talk to him?,Negative,validation,0
533,Ses01M_script01_1_F005,Cried hard?,Negative,test,0
534,Ses01M_script01_1_F006,[BREATHING],Negative,train,0
535,Ses01M_script01_1_F008,"He's dreaming about him again, walking the streets.",Negative,train,0
536,Ses01M_script01_1_F011,What do you mean a mistake?,Negative,test,0
537,Ses01M_script01_1_F014,"What, can you prove it? What proof do you have? Can you prove it?",Negative,validation,0
538,Ses01M_script01_1_F015,"To you it is, to me it is. But to your father? You can talk yourself 'til you're blue in the face but there's was no grave and there is no body. So where are you?",Negative,test,0
539,Ses01M_script01_1_F016,The trouble is those god damn news papers. Every month some boy comes back missing longer then Larry so--,Negative,test,0
540,Ses01M_script01_1_F017,Why?,Negative,train,0
541,Ses01M_script01_1_F020,"Well, what do you want me to do? You're old enough known your own business.",Negative,train,0
542,Ses01M_script01_1_F023,I'm sorry. I ignore what I've got to ignore. That girl is Larry's girl.,Negative,test,0
543,Ses01M_script01_1_F024,"From father's point of view he is not dead and you have no right to take his girl. I'm just saying that you can go on from there if you know where to go but I'm saying I don't know where to go. See, I don't know.",Negative,train,0
544,Ses01M_script01_1_F025,You're a considerate fellow. There's nothing wrong in that.,Neutral,test,1
545,Ses01M_script01_1_F026,Did you ask Annie yet?,Neutral,train,1
546,Ses01M_script01_1_F029,I don't see why it has to be Annie.,Negative,train,0
547,Ses01M_script01_1_F030,"That's a good answer but it doesn't answer anything. You haven't seen her since you went away to war, it's been five years.",Negative,validation,0
548,Ses01M_script01_1_F031,"He thinks he's coming back, Chris. You marry that girl you're pronouncing him dead.",Negative,train,0
549,Ses01M_script01_1_F032,"Do you know what that'll do to you, to your father, do you know? I don't.",Negative,validation,0
550,Ses01M_script01_1_F035,Are you crazy?,Negative,train,0
551,Ses01M_script01_1_F036,You have a business here. I said what the hell is this?,Negative,train,0
552,Ses01M_script01_1_F037,"Oh, must you be inspired.",Negative,validation,0
553,Ses01M_script01_1_F039,"Well, you don't want to think like that.",Negative,train,0
554,Ses01M_script01_1_F040,"All right but you don't think like that because what the hell is this all for. This is all for you, what are we working for Chris? The whole shooting match is for you.",Negative,validation,0
555,Ses01M_script01_1_F041,"Well, you don't think like that.",Negative,train,0
556,Ses01M_script01_1_F042,"I don't understand you, do I?",Negative,train,0
557,Ses01M_script01_1_F043,"Well, I can see that.",Negative,train,0
558,Ses01M_script01_1_M000,He saw it.,Neutral,train,1
559,Ses01M_script01_1_M002,I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.,Neutral,test,1
560,Ses01M_script01_1_M003,I don't know. But he went back in the kitchen and he cried.,Negative,train,0
561,Ses01M_script01_1_M004,No. I figured I'd just let it wait.,Negative,train,0
562,Ses01M_script01_1_M005,"Yeah, I could hear him crying through the floorboards in my room.",Negative,train,0
563,Ses01M_script01_1_M006,I don't know.,Negative,train,0
564,Ses01M_script01_1_M007,I guess he is.,Negative,validation,0
565,Ses01M_script01_1_M017,I'm going to ask her to marry me.,Neutral,validation,1
566,Ses01M_script01_1_M020,"See. Then it's not just my business. Sometimes you infuriate me, you know that? You know it's just your business too if I tell father and he throws a fit about it, huh?",Negative,test,0
567,Ses01M_script01_1_M021,She is not Larry's girl.,Negative,train,0
568,Ses01M_script01_1_M023,To hell with that.,Negative,validation,0
569,Ses01M_script01_1_M024,"No, I wanted to get this all sorted out first.",Negative,train,0
570,Ses01M_script01_1_M034,Business? The business doesn't inspire me.,Negative,train,0
571,Ses01M_script01_1_M035,"Yes, yes I like it for one hour a day. I don't care if I have to grub for money all day long when I come home I want it nice, I want a family, I want to kids and Annie is in the center of that.",Negative,validation,0
572,Ses01M_script01_1_M037,"Yes, on this I would.",Neutral,test,1
573,Ses01M_script01_1_M038,Then help me stay here mom.,Negative,validation,0
574,Ses01M_script01_1_M040,Then help me stay.,Negative,train,0
575,Ses01M_script01_1_M041,I am thinking like that.,Negative,train,0
576,Ses01M_script01_1_M042,"No, you don't. I'm a pretty tough guy.",Negative,validation,0
577,Ses01M_script01_2_F000,Why did he invite her here?,Negative,test,0
578,Ses01M_script01_2_F001,It's been three and a half years. Why all of a sudden?,Negative,train,0
579,Ses01M_script01_2_F004,"What is going on here, Joe?",Negative,validation,0
580,Ses01M_script01_2_F005,The girl is not Larry's. If the girl is Larry's girl she's not his she know she's not.,Negative,validation,0
581,Ses01M_script01_2_F009,"I want you to---act like he is coming back. Don't think I haven't noticed you, both of you since Chris invited her here. I won't stand for any nonsense.",Negative,train,0
582,Ses01M_script01_2_F011,"Oh, laugh at me, laugh all you like but why does this happen to very night she comes back? She goes to sleep in his room and his memorial breaks in pieces. Look at it, Joe look.",Negative,train,0
583,Ses01M_script01_2_F012,"Believe with me Joe, you got to believe. Only last week a boy came back missing longer then Larry you read it yourself.",Negative,train,0
584,Ses01M_script01_2_F013,You above all have got to believe. Just don't stop believing.,Negative,test,0
585,Ses01M_script01_2_M000,"Well, maybe he wanted see her.",Neutral,test,1
586,Ses01M_script01_2_M001,"Well uh, He grew up next door to the girl, why wouldn't he want to see her?",Neutral,test,1
587,Ses01M_script01_2_M007,And how do you know why she's waited.,Neutral,validation,1
588,Ses01M_script01_2_M015,What does that mean? Me above all? What does that mean?,Negative,test,0
589,Ses01M_script01_2_M016,Look at you. You're shaking.,Negative,train,0
590,Ses01M_script01_2_M017,"What the hell do you want from me, Kate?",Negative,test,0
591,Ses01M_script01_3_F000,The only one I know still love his parents.,Neutral,test,1
592,Ses01M_script01_3_F001,Oh it's not bad thing it's good thing.,Neutral,train,1
593,Ses01M_script01_3_F003,"Not sorry, no. I can't stay here.",Negative,train,0
594,Ses01M_script01_3_F004,For one thing your mother as much as told me to go.,Neutral,train,1
595,Ses01M_script01_3_F005,[BREATHING] And then you've been kind of...,Negative,train,0
596,Ses01M_script01_3_F006,You've been kind of embarrassed ever since I got here.,Negative,train,0
597,Ses01M_script01_3_F008,From her point of view why else would I come?,Neutral,train,1
598,Ses01M_script01_3_F012,I almost got married two years ago.,Neutral,test,1
599,Ses01M_script01_3_F016,I'll never forgive you for waiting so long. All I did was sit around and wonder if I was crazy for thinking about you.,Positive,validation,2
600,Ses01M_script01_3_F018,"Chris, what's the matter?",Negative,train,0
601,Ses01M_script01_3_F019,"No, what is it? Is your mother?",Negative,test,0
602,Ses01M_script01_3_F021,You got to tell me.,Negative,train,0
603,Ses01M_script01_3_F022,Wouldn't work like this.,Negative,test,0
604,Ses01M_script01_3_F023,"Yeah, sure.",Negative,train,0
605,Ses01M_script01_3_F024,How many?,Negative,test,0
606,Ses01M_script01_3_F025,[BREATHING]. Geez.,Negative,train,0
607,Ses01M_script01_3_F026,Do you still feel that way?,Negative,train,0
608,Ses01M_script01_3_F030,What would I do with a fortune?,Positive,validation,2
609,Ses01M_script01_3_M000,"Yeah, that kind of went out of style didn't it?",Positive,test,2
610,Ses01M_script01_3_M001,You're not sorry you came?,Positive,train,2
611,Ses01M_script01_3_M002,Why not?,Negative,test,0
612,Ses01M_script01_3_M004,What?,Neutral,train,1
613,Ses01M_script01_3_M006,You did?,Neutral,train,1
614,Ses01M_script01_3_M007,Yeah--,Neutral,test,1
615,Ses01M_script01_3_M009,"Ann, I love you. I love you.",Positive,train,2
616,Ses01M_script01_3_M014,Why didn't you?,Neutral,test,1
617,Ses01M_script01_3_M019,I kissed you.,Positive,validation,2
618,Ses01M_script01_3_M020,Do you want to go somewhere? Let's go.,Negative,train,0
619,Ses01M_script01_3_M021,"No, no, it's nothing like that.",Negative,train,0
620,Ses01M_script01_3_M022,I don't know it's--it's complicated. But it's going from me now.,Negative,validation,0
621,Ses01M_script01_3_M023,I don't know.,Negative,test,0
622,Ses01M_script01_3_M024,It's kind of all mixed up with all these other things.,Negative,validation,0
623,Ses01M_script01_3_M025,you know over seas I was in command of the company?,Negative,test,0
624,Ses01M_script01_3_M026,Well I lost them.,Negative,validation,0
625,Ses01M_script01_3_M027,Pretty much all.,Negative,test,0
626,Ses01M_script01_3_M028,"Takes awhile to toss something like that off. I mean they weren't just men, you know.",Negative,train,0
627,Ses01M_script01_3_M029,"For instance, there was this one time when this kid--it had been raining for like several days and he gave me his last pair of dry socks.",Negative,train,0
628,Ses01M_script01_3_M030,He just put it in my pocket that's the kind of guys I had.,Negative,test,0
629,Ses01M_script01_3_M031,"They didn't die they killed themselves for each other and I mean that exactly, you know a little more selfish and they'll all be here today...",Negative,train,0
630,Ses01M_script01_3_M032,"And I had this idea as I was watching them go down like everything was being destroyed, you know. But I felt like this one new thing was being made, you know it's kind of like this. This monument...",Negative,validation,0
631,Ses01M_script01_3_M033,"You know, that they were bringing something on to this earth, a kind of sacrifice you know.",Negative,train,0
632,Ses01M_script01_3_M034,"I thought I would change everything you know, and I got back here and it was- it was like nothing had changed at all...",Negative,train,0
633,Ses01M_script01_3_M035,You know. I went to work with dad and I started that whole rat race again...,Negative,train,0
634,Ses01M_script01_3_M036,And no one had changed it was just like sort of random bus accident to them.,Negative,test,0
635,Ses01M_script01_3_M037,Driving my new car and I felt guilty you know opening my bank book seeing a new refrigerator.,Negative,test,0
636,Ses01M_script01_3_M038,'Cause you can take those things out of a war. But you have to realize that those things came out of the love that a man can have for another man...,Negative,train,0
637,Ses01M_script01_3_M039,And if you can't see that then it's just loot and there's blood all over it.,Negative,validation,0
638,Ses01M_script01_3_M040,I felt ashamed and I didn't want any part of it. I guess I included you too.,Negative,train,0
639,Ses01M_script01_3_M041,I want you to know Annie.,Negative,train,0
640,Ses01M_script01_3_M043,I'm going to make a fortune for you.,Positive,test,2
641,Ses01M_script02_1_F005,"You keep saying ""my flashlight"" like somehow it's just yours. How's that supposed to make me feel?",Negative,train,0
642,Ses01M_script02_1_F007,No.,Neutral,train,1
643,Ses01M_script02_1_F008,I'm fine.,Neutral,train,1
644,Ses01M_script02_1_F009,I wonder if they can hear me talk,Positive,train,2
645,Ses01M_script02_1_F014,Then let's go.,Negative,test,0
646,Ses01M_script02_1_F017,"Pass what up? These little fish swim out of the ocean, they flop around on the sand then they swim back and then they die.",Negative,train,0
647,Ses01M_script02_1_F021,Yes.,Negative,train,0
648,Ses01M_script02_1_F022,"Last year, you'll also remember we got--our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight and we did not see the grunions.",Negative,train,0
649,Ses01M_script02_1_F023,We didn't see them the year before either.,Negative,validation,0
650,Ses01M_script02_1_M007,Flashlight the silver one. There's only one isn't there?,Neutral,validation,1
651,Ses01M_script02_1_M009,"Oh, well, yeah of course.",Neutral,train,1
652,Ses01M_script02_1_M028,People in Kansas would have to get plane tickets and make hotel reservations to see this. It's only forty minutes away; it's just too good to pass up.,Negative,test,0
653,Ses01M_script02_1_M030,"Yeah, they do.",Neutral,train,1
654,Ses01M_script02_1_M037,We just weren't in a good spot though.,Neutral,train,1
655,Ses01M_script02_1_M039,"Come on, trust me I got instincts for these things, okay? So just--just think about it all right? Okay, I know you're not interested, think about it...",Neutral,train,1
656,Ses01M_script02_2_F000,That's the wind.,Neutral,train,1
657,Ses01M_script02_2_F010,"Why do you ask me that? God damn it, I told you not to ask me that I hate it when you ask me that. It's insulting.",Negative,train,0
658,Ses01M_script02_2_F011,"I just, we just have different ideas of what this evening is supposed to look like.",Negative,train,0
659,Ses01M_script02_2_F013,"Because they never do. Do they, have they ever?",Negative,train,0
660,Ses01M_script02_2_F014,Twice is every year we've tried that's ever.,Negative,train,0
661,Ses01M_script02_2_F015,No we won't. It's pointless it's like a waiting up to see Santa Claus.,Negative,test,0
662,Ses01M_script02_2_F016,"I feel like my whole life is going to be spent here on the beach with my eyes wide open and my hands clasped expectantly, waiting for fish to show up and the fish never show.",Negative,train,0
663,Ses01M_script02_2_F019,Do you remember the first year we came here? It's about four years ago right after we got married.,Neutral,validation,1
664,Ses01M_script02_2_F022,"And I remember thinking this is it. finally, finally I'm as happy as I'm supposed to be.",Negative,test,0
665,Ses01M_script02_2_F024,I'd rather not remember some things. I'd rather not hope for some things.,Negative,validation,0
666,Ses01M_script02_2_F025,No.,Negative,train,0
667,Ses01M_script02_2_F026,No.,Negative,train,0
668,Ses01M_script02_2_F030,I want something to turn out the way that it's supposed to.,Negative,validation,0
669,Ses01M_script02_2_F031,This what? What is this? This isn't even anything.,Negative,validation,0
670,Ses01M_script02_2_F032,"Oh, sure this is standing on the beach, this is waiting, fighting.",Negative,train,0
671,Ses01M_script02_2_F033,This isn't anything like I thought anything would be.,Negative,train,0
672,Ses01M_script02_2_F034,This is just this. I mean it includes a lot and everything but it's--do you understand what I'm saying?,Negative,train,0
673,Ses01M_script02_2_F035,"I know that Augie, I really do.",Negative,validation,0
674,Ses01M_script02_2_F036,"I just can't help wishing that I was somebody, somewhere else.",Negative,train,0
675,Ses01M_script02_2_F037,I didn't say that.,Negative,validation,0
676,Ses01M_script02_2_F040,"You are the one who probably wishes he was with somebody else, someone who didn't take everything so seriously, someone who would enjoy yourself.",Negative,test,0
677,Ses01M_script02_2_F044,I guess we don't need glasses.,Positive,train,2
678,Ses01M_script02_2_F045,I'm beginning to think you might be right. I think this might be the spot after all.,Positive,test,2
679,Ses01M_script02_2_F046,"Augie, I'm sorry.",Negative,test,0
680,Ses01M_script02_2_F047,Or not.,Neutral,test,1
681,Ses01M_script02_2_M008,Can I ask you a question? Are you on your period?,Neutral,train,1
682,Ses01M_script02_2_M013,We missed them twice.,Neutral,train,1
683,Ses01M_script02_2_M019,"you were fine during the phone call from Marge, dinner was okay, doing the dishes was fine.",Neutral,train,1
684,Ses01M_script02_2_M020,"Let's see, uh, I took a shower and, um, you were watching the news and you said the ""the Grunions are running tonight,"" and I said ""okay great, let's go.""",Neutral,validation,1
685,Ses01M_script02_2_M027,You want me to go get some champagne?,Neutral,train,1
686,Ses01M_script02_2_M033,"A new carpet, a poodle, a suicide pact, ice cream, a back rub, what? What? What the hell do you want?",Negative,train,0
687,Ses01M_script02_2_M035,You think nothing turns out how it's supposed to. You think I had some grand idea going that four years down the line. We would come to this beach and argue over fish? No.,Negative,train,0
688,Ses01M_script02_2_M037,"No, no I'm just like you, I thought it was going to be all rosy cheeks and the bills would pay themselves and fish will always come and--",Negative,train,0
689,Ses01M_script02_2_M038,No. You know what you get? You know what you get? You get this.,Negative,train,0
690,Ses01M_script02_2_M040,Right.,Neutral,train,1
691,Ses01M_script02_2_M041,I know me neither.,Negative,train,0
692,Ses01M_script02_2_M042,I'm doing the best I can.,Negative,test,0
693,Ses01M_script02_2_M043,Maybe if you were with somebody else too?,Negative,test,0
694,Ses01M_script02_2_M044,"No, I know but--I know I don't make you happy.",Negative,train,0
695,Ses01M_script02_2_M045,Yeah?,Negative,validation,0
696,Ses01M_script02_2_M049,Look what we got here.,Positive,train,2
697,Ses01M_script02_2_M050,It's not champagne.,Neutral,train,1
698,Ses01M_script02_2_M051,"Are you cold, huh? Do you want to go home?",Neutral,validation,1
699,Ses01M_script02_2_M052,Shh...,Positive,train,2
700,Ses01M_script02_2_M053,"If we are really quiet, the fish might come.",Positive,validation,2
701,Ses01M_script02_2_M054,Or not.,Neutral,train,1
702,Ses01M_script03_1_F003,Now and always sweet.,Positive,train,2
703,Ses01M_script03_1_F004,It had to happen sooner or later.,Positive,train,2
704,Ses01M_script03_1_F008,Oh. Behave exquisitely...,Positive,validation,2
705,Ses01M_script03_1_F009,[LAUGHTER] I think I shall do a court curtsey.,Positive,validation,2
706,Ses01M_script03_1_F010,[LAUGHTER],Positive,train,2
707,Ses01M_script03_1_F011,Mmm...,Positive,train,2
708,Ses01M_script03_1_F014,"Oh, yes meaning just that.",Positive,train,2
709,Ses01M_script03_1_F015,[LAUGHTER] Don't laugh at me I'm being serious.,Positive,train,2
710,Ses01M_script03_1_F017,"Mmhmm If I must laugh at everything, I must laugh at us too.",Positive,test,2
711,Ses01M_script03_1_F018,"How long will it last, this ludicrous, overbearing love of ours?",Positive,test,2
712,Ses01M_script03_1_F019,Shall we always want to bicker and fight?,Positive,train,2
713,Ses01M_script03_1_F021,If one of us dies...,Positive,train,2
714,Ses01M_script03_1_F024,I think you're talking nonsense.,Positive,train,2
715,Ses01M_script03_1_F030,Which particular one?,Positive,train,2
716,Ses01M_script03_1_F034,Cannes...mmhmm...,Positive,test,2
717,Ses01M_script03_1_F036,The manager came in he found us rolling about the floor. [LAUGHTER],Positive,train,2
718,Ses01M_script03_1_F037,Scratching and biting like panthers. [LAUGHTER] Oh...,Positive,validation,2
719,Ses01M_script03_1_F038,"Utterly, utterly ridiculous.",Positive,train,2
720,Ses01M_script03_1_F039,oh...[LAUGHTER],Positive,train,2
721,Ses01M_script03_1_F040,Very much sillier.,Positive,train,2
722,Ses01M_script03_1_M004,I don't care then.,Positive,train,2
723,Ses01M_script03_1_M010,With perfect poise...,Positive,train,2
724,Ses01M_script03_1_M011,Ah...,Positive,test,2
725,Ses01M_script03_1_M012,Ah...Strange...,Positive,validation,2
726,Ses01M_script03_1_M013,"Things that just ought to matter dreadfully, you know they just don't matter at all when one is happy, do they?",Positive,test,2
727,Ses01M_script03_1_M014,"Darling, don't say that.",Negative,validation,0
728,Ses01M_script03_1_M016,"Oh, dear god what is that all mean, dear god?",Positive,test,2
729,Ses01M_script03_1_M017,"You mustn't be so serious, darling, it just what they want.",Positive,train,2
730,Ses01M_script03_1_M019,Flippancy brings out the acid in their darn sweetness and light.,Positive,test,2
731,Ses01M_script03_1_M021,We are figures of fun all right,Positive,train,2
732,Ses01M_script03_1_M022,Ahh...who knows.,Positive,test,2
733,Ses01M_script03_1_M030,before your body rots and worms pop out of your eye sockets.,Positive,train,2
734,Ses01M_script03_1_M031,"See, you know I don't care what you do. You could paint yourself green and run naked to the Place Vendome.",Positive,train,2
735,Ses01M_script03_1_M033,Do you remember that row we did have in Venice?,Positive,train,2
736,Ses01M_script03_1_M039,I will never forget the look on his face.,Positive,train,2
737,Ses01M_script03_1_M040,oh...,Positive,test,2
738,Ses01M_script03_1_M041,We were very much younger then.,Positive,train,2
739,Ses01M_script03_2_F006,"Well, what of it?",Neutral,train,1
740,Ses01M_script03_2_F010,"No, thank you.",Neutral,train,1
741,Ses01M_script03_2_F011,I don't see why you want any you already had two glasses.,Negative,validation,0
742,Ses01M_script03_2_F015,"Don't be stupid, what?",Negative,train,0
743,Ses01M_script03_2_F017,Well it's a woman's duty to allure the man. Watch me a minute will you?,Negative,train,0
744,Ses01M_script03_2_F022,They sting.,Negative,train,0
745,Ses01M_script03_2_F023,"I don't care. I don't care, do you understand? I don't mind if they bark and they roll about like hoops.",Negative,test,0
746,Ses01M_script03_2_F024,"Yes, I did quite a lot.",Negative,train,0
747,Ses01M_script03_2_F025,"Oh, mind you own business.",Negative,train,0
748,Ses01M_script03_2_F026,"You're quite insufferable, I expect it's because you're drunk.",Negative,train,0
749,Ses01M_script03_2_F027,You always had a weak head.,Negative,validation,0
750,Ses01M_script03_2_F028,"On the contrary, a child two could get violently drunk on only one glass of brandy.",Negative,validation,0
751,Ses01M_script03_2_F029,Shut up.,Negative,train,0
752,Ses01M_script03_2_F030,Not very funny darling. Why don't you have some more brandy?,Negative,train,0
753,Ses01M_script03_2_F031,Why?,Negative,train,0
754,Ses01M_script03_2_F033,They are away in Tunis.,Negative,train,0
755,Ses01M_script03_2_F034,"Turn it on again, please.",Negative,validation,0
756,Ses01M_script03_2_F035,Very well if you insist on being boorish and idiotic.,Negative,validation,0
757,Ses01M_script03_2_F036,I won't.,Negative,validation,0
758,Ses01M_script03_2_F037,Stop it. No. Go away.,Negative,test,0
759,Ses01M_script03_2_F038,"listen Oh I'm sick and tired of listening to you, you damn sadistic bully.",Negative,train,0
760,Ses01M_script03_2_F039,"Oh you're cruel you're...you're...I hate you, I hate you. Go away. You're conceited. You're overbearing. You're utterly impossible.",Negative,train,0
761,Ses01M_script03_2_F040,This is the end do you hear me? Finally and forever.,Negative,test,0
762,Ses01M_script03_2_F041,"Oh yes I am...Oh yes I am. Let go of me. You let go. You...urgh...You're a cruel friend. I loathe and I hate you. Marry you again...Ha...Never, never, never, never. I hope you die in torment. You beast.",Negative,train,0
763,Ses01M_script03_2_M012,"I'll have a little, I think.",Neutral,train,1
764,Ses01M_script03_2_M013,"Oh, you know no particular reason besides they are very small glasses.",Neutral,train,1
765,Ses01M_script03_2_M018,Are you going out somewhere dear?,Neutral,validation,1
766,Ses01M_script03_2_M022,"You know, it's a pity you didn't have any more brandy. It would have made you just a little less disagreeable.",Negative,validation,0
767,Ses01M_script03_2_M023,"You know what? You snap, you snap, you snap you're like a little adder.",Negative,train,0
768,Ses01M_script03_2_M024,Nonsense. They have a bag of venom behind of fangs and they snap.,Negative,train,0
769,Ses01M_script03_2_M025,Did you see much of Peter Burden after our divorce?,Negative,train,0
770,Ses01M_script03_2_M026,I suppose you let him just kiss you or good deal more than too.,Negative,test,0
771,Ses01M_script03_2_M027,"I suppose you two had a riotous time, huh? No restrain at all, very enjoyable, he never had much any how.",Negative,train,0
772,Ses01M_script03_2_M028,I am not in the least bit drunk.,Negative,test,0
773,Ses01M_script03_2_M029,I think I told you once before that I had three minute liquor glasses the whole evening long. A Child of two cannot get drunk on that.,Negative,train,0
774,Ses01M_script03_2_M030,"Oh very, very interesting Amanda. How about the child of uh... four, six or maybe nine---you know, we could work up a splendid little debate about it, you know? Intemperate tots.",Negative,train,0
775,Ses01M_script03_2_M031,That's a very good idea I think I will.,Negative,train,0
776,Ses01M_script03_2_M032,Would you uh...turn that off please? You're going to wake the people upstairs.,Negative,test,0
777,Ses01M_script03_2_M033,Well then you'll wake the people downstairs.,Negative,train,0
778,Ses01M_script03_2_M034,This is no time a year for Tunis.,Negative,validation,0
779,Ses01M_script03_2_M035,I will do no such thing.,Negative,validation,0
780,Ses01M_script03_2_M036,Turn it off. It's driving me mad.,Negative,test,0
781,Ses01M_script03_2_M037,Turn it off.,Negative,validation,0
782,Ses01M_script03_2_M038,Amanda listen. Listen.,Negative,validation,0
783,Ses01M_script03_2_M039,That's very amusing indeed.,Negative,test,0
784,Ses01M_script03_2_M040,"You...You're an evil minded, self-centered little wench and I never want to see you again.",Negative,validation,0
785,Ses01M_script03_2_M041,You're not going like this.,Negative,train,0
786,Ses01M_script03_2_M042,No you're not.,Negative,train,0
787,Ses01M_script03_2_M043,Shut up. Shut up. I wouldn't marry you again if you came crawling back to me on a bended knee. You are an evil tempered little vampire and I never want to see you again as long as I live.,Negative,test,0
788,Ses02F_impro01_F000,"Hi. Excuse me. Um, I'd like to put in this application for my registration.",Neutral,train,1
789,Ses02F_impro01_F018,"Well, why didn't the D.M.V. put that you needed your birth certificate on the application then?",Negative,test,0
790,Ses02F_impro01_F019,"Yeah, but your birth certificate--I mean, who carries around their birth certificate? Nobody does that.",Negative,train,0
791,Ses02F_impro01_F020,With your driver's license and your passport. Just like everybody else.,Negative,train,0
792,Ses02F_impro01_F021,"Who--you always use your driver's license. I mean, you're not coming to the D.M.V. if you're not over sixteen and that's when you get your driver's license so you're never gonna need it anyway.",Negative,train,0
793,Ses02F_impro01_M001,"Okay. Let me see here. Um, we need--we need your original birth certificate.",Neutral,validation,1
794,Ses02F_impro01_M002,Right. Well. We still need it.,Neutral,test,1
795,Ses02F_impro01_M017,"Ok, but you're right now you're holding up more people in line by standing here-- and letting",Negative,train,0
796,Ses02F_impro01_M019,"You know, Official documentation--",Negative,test,0
797,Ses02F_impro02_F001,"There's nothing I can do. I mean, the government you know--",Negative,train,0
798,Ses02F_impro02_F002,"You're gonna have to. I mean, you're a great father. You can do it. I know you can.",Negative,train,0
799,Ses02F_impro02_F003,I don't think so.,Negative,test,0
800,Ses02F_impro02_F004,"Well, we can do the best we can and-and, with um, you know like wireless internet these days--I think that we could-- Talk every once in awhile.",Negative,train,0
801,Ses02F_impro02_F005,You could send me pictures.,Negative,test,0
802,Ses02F_impro02_F007,"and--I mean, my daughter--I don't want to put her in danger. You know? She has to stay.",Negative,test,0
803,Ses02F_impro02_F008,"I know, but, she needs to be safe more. She needs to be around kids her age--own age. She needs to be able to play on the streets and--",Negative,train,0
804,Ses02F_impro02_F009,You can just remember it for me.,Negative,validation,0
805,Ses02F_impro02_F010,"Well, I need--I need you to be able to do this for me 'cause I can't do anything about it.",Negative,test,0
806,Ses02F_impro02_F011,"I mean, it's just as hard for me, but--I know that we can do it, you know",Negative,validation,0
807,Ses02F_impro02_F012,I don't want you in danger. And I don't want her in danger.,Negative,train,0
808,Ses02F_impro02_F013,I have no choice. There's nothing I can do.,Negative,test,0
